"DTI_CL_INDICADOR","Indicador","DTI_CL_ANO","Año","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","DTI_CL_CISE","CISE","Value","Flag Codes","Flags"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","M","Hombres","ICSE93_2","Empleadores",1188804.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",299220.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","M","Hombres","ICSE93_1_A","Asalariados sector privado",517809.03125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","M","Hombres","ICSE93_1_B","Asalariados sector público",708486.5625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","M","Hombres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","F","Mujeres","ICSE93_T","Total",392365.9375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",192700.21875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","F","Mujeres","ICSE93_1_A","Asalariados sector privado",412013.28125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","F","Mujeres","ICSE93_1_B","Asalariados sector público",602080.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL08","Región del Biobío","F","Mujeres","ICSE93_7","Personal de servicio doméstico",195735.921875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_T","Total",444413.84375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_2","Empleadores",803643.9375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",272530.4375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",428935.25,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",801642.3125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",160926.40625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","M","Hombres","ICSE93_T","Total",479821.75,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","M","Hombres","ICSE93_2","Empleadores",851209.9375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",328007.53125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","M","Hombres","ICSE93_1_A","Asalariados sector privado",423192,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","M","Hombres","ICSE93_1_B","Asalariados sector público",928851.25,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","M","Hombres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_T","Total",398401.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",165757.984375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_1_A","Asalariados sector privado",436575.21875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_1_B","Asalariados sector público",701404.5,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL09","Región de La Araucanía","F","Mujeres","ICSE93_7","Personal de servicio doméstico",160926.40625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_T","Total",488988.46875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_2","Empleadores",1027696.25,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",296895.28125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",479428.15625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",810000.75,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",177553.328125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","M","Hombres","ICSE93_T","Total",517049.34375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","M","Hombres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",344432.71875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","M","Hombres","ICSE93_1_A","Asalariados sector privado",470055.78125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","M","Hombres","ICSE93_1_B","Asalariados sector público",830923.375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","M","Hombres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_T","Total",452039.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",232533.96875,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_1_A","Asalariados sector privado",496562.09375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_1_B","Asalariados sector público",790050.625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL14","Región de Los Ríos","F","Mujeres","ICSE93_7","Personal de servicio doméstico",179250.234375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_T","Total",503860.96875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_2","Empleadores",1067211.75,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",276636.375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",497363.8125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",832551.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",194704.875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","M","Hombres","ICSE93_T","Total",549646.3125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","M","Hombres","ICSE93_2","Empleadores",1178285.375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",298774.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","M","Hombres","ICSE93_1_A","Asalariados sector privado",534785,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","M","Hombres","ICSE93_1_B","Asalariados sector público",972112.1875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","M","Hombres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_T","Total",441330.09375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",237292.0625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_1_A","Asalariados sector privado",433894.15625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_1_B","Asalariados sector público",736786.3125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL10","Región de Los Lagos","F","Mujeres","ICSE93_7","Personal de servicio doméstico",195597.015625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","ICSE93_T","Total",624501.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","ICSE93_2","Empleadores",1172965.625,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",441858.65625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",493612.25,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",1077147.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","ICSE93_T","Total",692978.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",508386.96875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","ICSE93_1_A","Asalariados sector privado",531055.125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","ICSE93_1_B","Asalariados sector público",1260901,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","ICSE93_T","Total",546381.1875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",345740.40625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","ICSE93_1_A","Asalariados sector privado",440224.71875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","ICSE93_1_B","Asalariados sector público",928398.875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","ICSE93_T","Total",844511.3125,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",427959.46875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",634952.6875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",1194615.5,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","ICSE93_T","Total",938856.9375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",478035.6875,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","ICSE93_1_A","Asalariados sector privado",708203.5625,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","ICSE93_1_B","Asalariados sector público",1343283,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","ICSE93_T","Total",717202.875,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","ICSE93_2","Empleadores",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","ICSE93_1_A","Asalariados sector privado",532510.25,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","ICSE93_1_B","Asalariados sector público",990872.375,,
"ESI_YRMEDIO_OCU","Ingreso medio real de la población ocupada (proyecciones base 2002)","2018","2018","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","ICSE93_7","Personal de servicio doméstico",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","_T","Ambos sexos","ICSE93_2","Empleadores",1458229.1,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",633232.6,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","_T","Ambos sexos","ICSE93_1_B","Asalariados sector público",886879.8,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","M","Hombres","ICSE93_T","Total",713929.9,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",447529.1,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","M","Hombres","ICSE93_1_A","Asalariados sector privado",680880,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","M","Hombres","ICSE93_7","Personal de servicio doméstico",313149.5,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","F","Mujeres","ICSE93_2","Empleadores",1040139.6,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","F","Mujeres","ICSE93_3","Trabajadores por cuenta propia",255917.6,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","_T","Total país","F","Mujeres","ICSE93_1_B","Asalariados sector público",743103.2,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","ICSE93_T","Total",498427,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","ICSE93_3","Trabajadores por cuenta propia",285265,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","ICSE93_1_A","Asalariados sector privado",504041.6,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","ICSE93_7","Personal de servicio doméstico",166396.4,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","CHL15","Región de Arica y Parinacota","M","Hombres","ICSE93_2","Empleadores",967119.5,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","CHL15","Región de Arica y Parinacota","M","Hombres","ICSE93_3","Trabajadores por cuenta propia",327758.1,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","CHL15","Región de Arica y Parinacota","M","Hombres","ICSE93_1_B","Asalariados sector público",925483.3,"v","Estimación poco fiable (coeficiente de variación mayor a 15% y menor o igual a 30%)"
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","CHL15","Región de Arica y Parinacota","F","Mujeres","ICSE93_T","Total",387153.1,,
"ESI_YRMEDIO_OCU_P2017","Ingreso medio real de la población ocupada (proyecciones base 2017)","2010","2010","CHL15","Región de Arica y Parinacota","F","Mujeres","ICSE93_2","Empleadores",502493.1,"u","Estimación no fiable (número de casos muestrales menor a 60, grados de libertad menores a 9 o coeficiente de variación mayor a 30%)"
